listing_id,city,property_type,price,sqft,date_listed,agent_id,latitude,longitude
l00783,houston,townhouse,480130.0119105218,3609.9811667923,2024-02-03,a0023,44.7577588399,-100.4179708584
l00784,phoenix,apartment,1908952.007791824,1569.9943315624,2023-09-05,a0032,41.02496988,-119.4498565322
l00785,new york,townhouse,1024188.993989528,876.0011913883,2023-02-02,a0017,39.9779683828,-98.7856018701
l00786,chicago,apartment,1577586.006588603,4798.9967868134,2024-01-28,a0048,39.1004507935,-115.2486010833
l00787,phoenix,house,1504764.9879690453,3270.998860464,2023-09-23,a0034,42.6834413397,-74.9544424605
l00788,phoenix,apartment,1007746.999166748,2536.0194933226,2023-09-04,a0023,30.1943673202,-119.4633394939
l00789,houston,house,1859578.996841444,947.0019196901,2023-01-06,a0042,25.5702790014,-87.7711107907
l00790,los angeles,townhouse,1886503.0032861629,4561.0234328265,2024-03-21,a0011,39.5632781054,-93.2880495513
l00791,new york,townhouse,772416.9963925694,2473.013043004,2023-06-19,a0018,30.5663845729,-102.310791426
l00792,new york,house,1254471.9972529025,3600.9986701679,2023-07-26,a0016,39.2801276849,-96.1898945541
l00793,new york,townhouse,1031531.013000196,4170.0004725313,2023-02-15,a0032,48.7217676078,-117.1013347423
l00794,houston,condo,348945.9980967317,4573.9968963877,2024-01-17,a0042,41.6734847121,-101.5600452078
l00795,new york,apartment,946073.9995199898,3876.9924821631,2023-01-19,a0036,35.2858743862,-83.3789746211
l00796,phoenix,apartment,1832055.9900387488,1244.0008947525,2024-02-10,a0039,41.6186208724,-67.521228376
l00797,phoenix,condo,1966696.99595162,4663.9973473675,2023-10-15,a0014,28.0832487683,-118.9610305397
l00798,houston,condo,861984.0137871616,943.9996661314,2024-02-23,a0015,42.3667967165,-91.4523894823
l00799,houston,condo,1274720.99366687,4375.0090119664,2024-01-02,a0043,31.5952010206,-120.3964612667
l00800,chicago,townhouse,339124.0054131583,1297.9906499668,2024-01-24,a0043,27.0515669161,-73.1389777632
l00801,los angeles,apartment,815876.9990562189,3408.9970007391,2024-02-29,a0041,29.6067420109,-106.2323581252
l00802,chicago,condo,1572402.0063930978,1369.9776928552,2023-01-24,a0011,30.4515849778,-104.4083122938
l00803,houston,house,1823520.0080384377,3852.007917378,2023-02-24,a0017,26.6625774696,-94.8879511379
l00804,phoenix,house,493306.9903442134,1488.9863301637,2024-04-21,a0026,26.6135862205,-78.5779613334
l00805,los angeles,townhouse,1829215.0024027063,2061.0020367916,2024-01-02,a0022,30.6202601213,-93.6822775169
l00806,new york,townhouse,197518.0092494835,1508.9882304818,2024-01-31,a0029,46.1237682822,-87.2612934616
l00807,houston,house,1146118.9854274113,535.010290927,2023-09-29,a0048,37.7761715823,-106.199950885
l00808,new york,townhouse,1859124.005783873,4456.007654641,2024-04-18,a0033,32.9934933717,-86.180072532
l00809,los angeles,house,1631958.003162728,1551.0117650962,2023-02-23,a0025,48.8735421634,-86.6102907243
l00810,phoenix,condo,1157194.972391722,3651.0016733326,2023-08-03,a0039,38.393284678,-82.6273246356
l00811,los angeles,condo,934393.0010696212,3307.9834914104,2024-05-11,a0019,36.1847396073,-121.493786745
l00812,houston,house,389784.0128080893,3880.9904777483,2023-11-05,a0045,38.505938787,-69.4601956631
l00813,phoenix,condo,1868054.99033729,4986.9936082991,2024-03-16,a0021,29.1820715287,-84.992906688
l00814,phoenix,house,521293.9997753522,2217.0108512245,2023-11-16,a0046,29.8093782384,-93.9188191502
l00815,chicago,condo,1510069.0084164466,1585.9938371534,2023-12-30,a0042,27.3122081743,-98.8639746287
l00816,los angeles,condo,1589717.0011335302,1444.988123612,2024-01-25,a0023,43.1375126411,-104.8490343189
l00817,phoenix,townhouse,1322232.9987846713,3918.9982395155,2023-12-12,a0048,40.95575076,-78.8544103516
l00818,phoenix,condo,1940202.985899671,3960.0003538329,2024-02-18,a0001,47.2667243391,-111.3965896046
l00819,phoenix,apartment,152999.0059344825,3619.9820556864,2023-03-16,a0004,34.5874714785,-116.1661735436
l00820,new york,house,659893.9963039738,1818.0105002504,2023-05-27,a0044,48.8237557668,-71.2329582415
l00821,chicago,house,1860310.9875360816,1008.0096390168,2023-12-20,a0019,37.9596649261,-76.1613108314
l00822,los angeles,apartment,852211.0128594349,4206.9990481247,2023-02-22,a0040,37.492700133,-88.8271882935
l00823,phoenix,house,1656951.994398296,3684.99701461,2023-05-02,a0033,27.1284446874,-81.1976224702
l00824,chicago,apartment,900236.0033375295,3673.9851617145,2023-08-02,a0044,28.0639646462,-77.0799410758
l00825,chicago,apartment,127190.0040723242,2558.0043682242,2023-04-14,a0040,43.7746793873,-83.8878418
l00826,houston,house,1429149.9974875515,3512.0014425352,2024-01-22,a0038,25.8629941023,-107.4106164665
l00827,phoenix,house,1727696.9969214564,2084.9861833138,2023-05-31,a0029,31.3042119917,-104.1178210632
l00828,los angeles,apartment,492118.0005376363,1922.9837370889,2024-01-12,a0033,27.0886228875,-70.6522621539
l00829,new york,townhouse,185216.007113936,4009.9910836476,2023-05-23,a0036,38.2760234766,-107.270455269
l00830,chicago,house,437491.9860388935,2588.9865356566,2023-01-03,a0022,34.5360921318,-99.0491196648
l00831,houston,house,183760.9955706798,1759.0070349555,2024-04-20,a0021,39.4299562351,-95.1059692122
l00832,phoenix,apartment,1722483.9878284622,2966.9946581645,2023-09-09,a0037,47.0687068685,-96.1897903524
l00833,phoenix,condo,252841.9921594897,3102.989977628,2023-09-27,a0015,48.8100671332,-75.615869285
l00834,los angeles,apartment,1748903.01148042,4637.9851230289,2023-03-23,a0027,30.0000342125,-71.0147413618
l00835,phoenix,townhouse,292822.9987474076,3362.0015878994,2023-04-24,a0014,27.7765902764,-77.5814071628
l00836,chicago,condo,856647.0145308789,2904.0069361263,2023-04-22,a0049,34.1089736869,-74.0705329372
l00837,phoenix,townhouse,1277204.0001162323,571.9776892192,2023-02-28,a0043,45.8510322159,-78.2728384071
l00838,chicago,townhouse,604045.9930229447,2496.9977292968,2024-05-05,a0003,43.9755047704,-107.3160397968
l00839,chicago,townhouse,1769765.992224835,1427.9935271874,2023-07-17,a0017,26.946449361,-101.6273317236
l00840,phoenix,condo,151810.9967511033,4734.0043084436,2024-02-25,a0050,29.1567281804,-84.7014055797
l00841,chicago,townhouse,1120902.9871938236,858.9970906776,2023-06-01,a0042,33.3158362827,-68.4154627571
l00842,los angeles,condo,1177715.0160098018,1174.0022001623,2024-04-30,a0007,40.3830618772,-77.2945116417
l00843,los angeles,apartment,1414772.9898483343,1035.9944108855,2023-04-18,a0043,28.1847553384,-75.0031980033
l00844,los angeles,townhouse,1852515.990803544,1351.0050915576,2023-04-16,a0035,47.1475922209,-96.7504788053
l00845,houston,apartment,1666343.0026172446,1758.9951026937,2023-01-13,a0030,39.5499021119,-80.6479140669
l00846,chicago,apartment,283544.0026950458,1100.0011362907,2023-01-28,a0012,29.1926926391,-95.8398008691
l00847,chicago,apartment,1305783.0113620348,2364.0003022518,2024-04-11,a0017,34.5622017324,-116.5151984119
l00848,houston,townhouse,1046078.9976429034,3812.989653602,2023-08-10,a0021,33.8127372499,-121.0530620557
l00849,new york,townhouse,1512009.017933064,1469.0092222861,2023-10-01,a0001,25.629407446,-117.1801381469
l00850,phoenix,apartment,1685363.9910808736,871.989418964,2023-12-25,a0005,48.0941168573,-93.1461977579
l00851,chicago,apartment,707830.9868234984,2967.9935836407,2023-11-07,a0006,48.1872179205,-99.922783759
l00852,chicago,townhouse,899881.9958033058,3736.004331363,2024-02-25,a0043,32.4855220191,-95.6378686474
l00853,new york,townhouse,427833.9982606779,4869.9954409236,2023-04-23,a0009,35.550778771,-118.8741694044
l00854,houston,condo,1429690.0037034347,1680.0081243809,2023-06-02,a0044,40.3652743609,-112.4838807485
l00855,chicago,apartment,1260823.9847864662,1658.0039865627,2023-03-05,a0003,39.8789745311,-87.3085549898
l00856,new york,townhouse,1226488.9871606803,4984.99232291,2024-04-29,a0006,28.6658454444,-121.4412416512
l00857,chicago,house,1669290.9962351522,3316.0161858563,2023-04-19,a0027,43.7255090943,-98.3317258615
l00858,phoenix,house,437544.9944975603,2006.9981275602,2023-04-24,a0040,26.3830086781,-67.299615091
l00859,chicago,house,340379.9920989554,1984.9861535256,2023-12-10,a0037,26.3789394843,-84.6983798767
l00860,new york,townhouse,1451980.0183278678,1099.007196017,2023-05-29,a0043,48.6088339166,-111.1271410282
l00861,new york,condo,305945.0050919298,2116.9922178885,2024-01-07,a0038,28.4148672882,-117.9622321596
l00862,houston,condo,848973.0111740858,1550.0096834234,2023-12-10,a0042,32.2791002923,-119.1493891944
l00863,los angeles,apartment,697974.9951343994,1071.0045508955,2024-04-05,a0013,41.6110678383,-121.3941967072
l00864,chicago,townhouse,1045072.9934736362,3189.0059496665,2023-11-12,a0043,37.2415531937,-67.1937904684
l00865,chicago,house,1286047.994569203,3484.9829910376,2024-02-18,a0021,44.5328479993,-89.3282387385
l00866,houston,house,110132.9952186726,3065.0068345623,2023-05-07,a0015,32.3520814959,-88.8157771425
l00867,houston,condo,1861837.9997179864,3443.9982386323,2023-03-10,a0044,37.6477486523,-100.27718907
l00868,chicago,townhouse,1070663.001360461,4147.9866733833,2023-07-03,a0050,28.1395838329,-73.5726878733
l00869,chicago,townhouse,1256938.9989981356,1391.0039330344,2023-03-31,a0042,35.801460134,-113.7122824807
l00870,phoenix,apartment,1865367.0030723785,2797.9901062755,2024-03-15,a0009,33.8327209593,-100.9777621658
l00871,phoenix,house,652042.9851844636,1125.9891211527,2024-01-08,a0005,44.8438012723,-82.4615964659
l00872,new york,apartment,1804233.9914502928,3817.9959032648,2024-01-29,a0038,43.4717579509,-124.367806634
l00873,los angeles,apartment,1256776.0034610606,2634.0105722539,2023-10-06,a0035,34.9942236032,-97.0787627381
l00874,houston,house,867177.0153606351,3714.9959686222,2023-04-25,a0050,25.4587707821,-109.9354375967
l00875,phoenix,condo,380768.985281472,4305.9976530727,2023-09-14,a0033,43.2564485967,-117.042729337
l00876,new york,townhouse,863080.9994738802,4613.0164505589,2023-01-06,a0043,37.8499845954,-112.5206960019
l00877,los angeles,house,1687975.9916123254,4710.9968194311,2023-03-13,a0029,25.293552729,-110.9991897413
l00878,los angeles,house,1287737.0185906854,1697.0022640414,2024-01-12,a0047,48.4167841891,-78.5074028928
l00879,houston,condo,184765.9913424216,2291.9821608282,2024-01-25,a0032,48.0264012704,-96.6878524413
l00880,los angeles,apartment,654396.997914339,3525.9923336675,2023-04-30,a0003,27.6463573273,-93.2084362445
l00881,los angeles,condo,913890.0064263912,4347.0010303945,2024-04-14,a0030,35.9039488154,-76.0303781405
l00882,new york,apartment,1460053.9918662328,3153.9981229731,2023-02-22,a0046,27.3466259551,-96.6682239363
l00883,phoenix,condo,1850853.9814460096,2657.0159724797,2023-10-24,a0035,28.5843483438,-106.1670189727
l00884,phoenix,house,889912.003920532,3599.998403848,2023-07-07,a0038,42.6916487094,-97.3897982752
l00885,new york,condo,889217.9997714047,2324.990358643,2023-09-22,a0026,34.0244871775,-102.1072981561
l00886,chicago,condo,1121021.9855458464,4449.0094496935,2024-03-30,a0039,36.0516102348,-79.4582302376
l00887,new york,house,1022534.0001868058,1855.9862055304,2023-04-28,a0005,46.4142125867,-69.5842955525
l00888,phoenix,condo,543583.0196594382,1729.9883442704,2023-04-06,a0011,43.8726186189,-106.6964004652
l00889,chicago,apartment,1486447.0027369426,2386.0129625636,2023-08-01,a0022,41.5278666649,-99.6122322299
l00890,new york,townhouse,1516057.991317304,4421.9899644497,2023-09-03,a0014,31.1292881661,-76.2153603086
l00891,phoenix,house,1457399.9953746789,3865.9962333257,2023-01-12,a0016,25.9445607482,-72.7111814346
l00892,new york,house,1302688.0189348904,1819.0063134929,2023-03-10,a0041,36.0920454859,-88.0242033966
l00893,phoenix,apartment,1968138.004727184,1702.994451508,2023-01-29,a0011,40.8312131743,-73.0866998641
l00894,chicago,house,1183474.018540198,3821.0040861484,2023-11-03,a0037,40.278728409,-89.3906614683
l00895,new york,condo,279826.9967580285,2273.9940180741,2023-08-18,a0039,26.5970511797,-94.9436864079
l00896,houston,townhouse,457704.0033173169,2297.0036098581,2024-03-01,a0027,28.6067441532,-82.2178376463
l00897,phoenix,house,1766430.0031415247,1988.9942118167,2023-11-16,a0043,37.2904567715,-85.5312989866
l00898,phoenix,condo,451736.9993701414,3307.0037877211,2024-04-17,a0030,25.9975191878,-120.0777155957
l00899,phoenix,apartment,581954.0027978757,3597.9942948972,2023-07-17,a0009,42.1904301502,-120.8232009054
l00900,new york,apartment,524355.0027413826,4782.0099553914,2024-03-16,a0033,26.7111122002,-124.2899265725
l00901,houston,house,1369847.9895608916,1288.0037957621,2023-04-01,a0031,47.9696513847,-82.21372402
l00902,phoenix,apartment,1940779.9958606693,4853.010269282,2023-09-15,a0049,33.4913037965,-107.8033113427
l00903,new york,apartment,1111331.990738619,1567.009660664,2024-04-06,a0039,33.3743056749,-80.0888862439
l00904,phoenix,apartment,1981080.014521009,4033.9997831316,2023-09-25,a0027,40.8821295863,-114.2439381047
l00905,chicago,apartment,1563062.9959536744,4840.0063454761,2023-08-08,a0015,29.1818791426,-119.3037523956
l00906,houston,townhouse,835088.9976748612,1299.9948026289,2023-08-06,a0009,40.8361550178,-80.6631678978
l00907,chicago,townhouse,1706122.0063300775,2403.9829887231,2024-04-10,a0006,31.3786091592,-123.7943562541
l00908,chicago,townhouse,640656.0003073461,2047.9978160394,2023-01-03,a0046,26.9755474746,-68.8596423203
l00909,new york,apartment,1190019.013797979,558.0071050438,2023-07-12,a0042,32.084004956,-80.3903770324
l00910,los angeles,condo,957409.9972703182,3467.0202097839,2023-02-24,a0010,39.9847258195,-102.8710461461
l00911,houston,condo,647991.0023139643,4891.0022525947,2023-08-05,a0037,29.9177224306,-117.9694674288
l00912,chicago,condo,1527333.0030212312,3755.0094348366,2024-01-22,a0014,39.7435827875,-80.0580416084
l00913,houston,townhouse,474802.0101112624,3532.0025186135,2023-10-14,a0036,40.432622034,-94.2445182912
l00914,houston,condo,743098.0084248596,3320.0119469774,2024-02-01,a0046,26.0135641571,-68.8233588464
l00915,houston,house,1893061.9853042976,1475.0086065984,2024-01-18,a0015,44.1832370566,-108.0083034384
l00916,houston,house,310298.989368071,2255.9944927222,2023-09-18,a0026,48.5123302579,-90.0896427764
l00917,chicago,apartment,437092.0007317977,3687.0025830493,2024-05-08,a0041,38.9775098398,-81.6050785156
l00918,new york,apartment,1826490.988910876,1689.9921254486,2023-08-30,a0039,44.4783559353,-86.9335718032
l00919,houston,apartment,234385.9936271566,2655.008061307,2023-04-24,a0024,28.0745954005,-105.3710925016
l00920,new york,apartment,1619374.9979320152,3647.9884933497,2024-04-21,a0026,47.2815441848,-111.9808619722
l00921,phoenix,condo,1592344.9933041085,970.0007278943,2024-04-29,a0050,33.9412542931,-99.9225446134
l00922,los angeles,townhouse,1020591.001157616,587.0012837661,2023-04-14,a0043,35.5571777895,-89.4544543067
l00923,phoenix,condo,508413.0083903513,774.994714881,2024-02-06,a0039,47.6380926901,-111.0398028629
l00924,phoenix,house,1390145.9992895012,1888.0083185609,2023-12-12,a0003,27.9259637566,-113.5593890022
l00925,chicago,house,1473673.990801184,502.0229191691,2024-05-14,a0011,46.2910645725,-87.5340938498
l00926,new york,condo,1735091.9917317077,3771.9875580589,2023-06-30,a0043,31.8659985424,-77.6838228468
l00927,houston,townhouse,1329098.9899572106,2140.0091497295,2023-09-23,a0001,45.6715475748,-75.8991918593
l00928,new york,apartment,1252579.0038709624,2830.0059233877,2024-01-07,a0036,47.0547820878,-110.3782362953
l00929,phoenix,condo,828707.9957249821,2765.0006947477,2023-04-26,a0039,43.1152892643,-98.3025092103
l00930,los angeles,townhouse,947157.9966188144,538.0076612243,2023-05-14,a0012,45.2054175036,-82.7570350846
l00931,houston,apartment,1271533.005583327,1091.9886312005,2023-09-15,a0019,43.6358741263,-86.9298640513
l00932,chicago,apartment,1783891.026628155,4703.9947657584,2024-05-04,a0017,29.2638191121,-93.3915134396
l00933,phoenix,condo,1555824.999744718,4126.9970874293,2024-05-09,a0025,48.6208468214,-70.6207662172
l00934,phoenix,townhouse,1714738.002709695,2491.9983081997,2024-01-23,a0022,26.0326909682,-115.4459389143
l00935,houston,townhouse,1980145.993707856,723.9922231983,2023-09-04,a0008,28.166423774,-82.8922615908
l00936,chicago,apartment,902522.9810618107,2304.989025049,2023-12-13,a0045,44.6293853157,-112.5831917113
l00937,los angeles,condo,964919.0067801416,3392.0091771094,2023-09-22,a0035,37.1300907626,-76.2565926475
l00938,new york,condo,620633.0141907684,2853.0160768262,2023-02-17,a0026,42.5972050189,-93.5547713128
l00939,chicago,apartment,1262977.9843379103,1962.0078490154,2023-09-01,a0021,39.1635094965,-95.5194096202
l00940,chicago,house,1975516.9881202264,2703.9815495549,2023-04-04,a0048,32.1321523632,-92.2292997839
l00941,los angeles,townhouse,1645836.0057357575,2135.0120715841,2023-05-01,a0048,41.5444233831,-74.3341847489
l00942,los angeles,condo,533646.0046490618,2377.0101478575,2023-04-14,a0016,40.2619177007,-80.858369752
l00943,phoenix,condo,427145.9974053575,1373.0021475001,2023-03-03,a0006,28.8558317756,-98.2290396533
l00944,houston,apartment,1702736.0018970382,4935.0273468111,2024-05-05,a0003,25.2110493422,-110.7023279515
l00945,houston,condo,1401634.013886626,3082.9836876234,2023-09-10,a0037,42.4383294556,-67.4802902845
l00946,chicago,townhouse,483509.9969847113,4686.9933777804,2023-05-24,a0026,27.376105721,-101.7137309317
l00947,los angeles,house,213555.9835785558,4806.0000189872,2024-02-14,a0028,44.1781774124,-113.1747888264
l00948,houston,apartment,1153765.9980649615,3344.0058634983,2023-07-21,a0044,38.3306642572,-82.4785068411
l00949,los angeles,townhouse,352429.9893361207,4744.9923481224,2023-08-24,a0021,39.7952889743,-114.1009923405
l00950,new york,apartment,1513695.9971862186,2225.9888777361,2023-07-14,a0038,33.51765466,-79.5406574507
l00951,new york,condo,858334.9997742043,2626.9905238915,2023-04-06,a0036,38.3032319682,-124.6979331029
l00952,chicago,house,664990.0044078121,4360.9978285334,2024-05-05,a0040,43.2569387226,-122.9397830843
l00953,chicago,condo,485694.0133910609,4585.0114289187,2023-08-06,a0014,42.8936905976,-113.2540790691
l00954,houston,condo,865623.9983014852,3780.9854717773,2023-05-24,a0029,47.9864468144,-103.6570990546
l00955,los angeles,house,1307733.997753278,2372.0021594962,2024-02-21,a0007,32.8293403466,-116.361950379
l00956,chicago,house,1264631.978945778,4040.0120715125,2024-03-14,a0025,32.3423134635,-74.14886639
l00957,los angeles,house,1777800.0050071063,1724.9870504007,2023-08-31,a0001,48.8960699987,-103.6429627537
l00958,los angeles,townhouse,1147731.9944066731,1601.018864826,2024-04-02,a0041,35.7757858844,-83.1259225582
l00959,phoenix,condo,1746961.9922643765,4486.009742466,2023-06-03,a0017,46.2489579332,-90.5793263747
l00960,phoenix,apartment,935508.9998543868,1310.0114722962,2023-12-20,a0011,34.401946062,-101.0625565517
l00961,new york,house,1806699.99913556,2583.002947765,2023-09-01,a0041,41.689859335,-124.8158322709
l00962,new york,townhouse,1661525.0109190564,3240.9988245537,2023-05-14,a0024,39.8635816288,-104.3804356834
l00963,chicago,condo,821713.9859258013,661.9841554829,2023-07-30,a0008,44.057993422,-119.6028797493
l00964,chicago,house,1309750.0051606174,4910.0166016003,2023-03-31,a0050,39.1177412991,-97.0959521477
l00965,chicago,condo,781763.005413031,4681.0041338398,2023-09-07,a0050,40.4098279217,-121.2313259717
l00966,houston,apartment,899162.9932455958,2847.0116348508,2023-08-26,a0041,38.9312472922,-92.4313827764
l00967,los angeles,house,1443394.0027831136,3262.9974825532,2023-08-04,a0041,38.4347662204,-90.0110652905
l00968,phoenix,townhouse,1880272.989946864,1083.998473513,2023-02-10,a0011,41.2378470236,-78.3099956172
l00969,chicago,house,757419.011173733,3095.0108932753,2023-12-01,a0019,31.4926143193,-77.1440242555
l00970,chicago,townhouse,668847.9941677155,4143.9703796491,2024-02-04,a0024,36.942350514,-120.5197961426
l00971,phoenix,townhouse,968196.9922811488,1870.0032413284,2023-04-05,a0002,26.4060364785,-105.6133743855
l00972,los angeles,house,1488361.0077013418,2560.9811224679,2024-04-26,a0048,43.8396507123,-83.9599272928
l00973,new york,house,450036.0140659073,3752.0261565588,2023-02-22,a0007,43.9168638639,-94.9968396188
l00974,new york,townhouse,1250148.008073223,940.0090940936,2023-01-14,a0050,35.5591965368,-116.4561997353
l00975,houston,apartment,317952.9987282446,2649.9830312266,2023-11-13,a0010,32.8683664498,-99.8346550665
l00976,new york,townhouse,748797.0057511086,2378.0048822281,2023-05-07,a0048,27.1400224617,-112.216323944
l00977,chicago,townhouse,1413825.0125863503,1535.0005133768,2023-03-09,a0034,39.3774717313,-82.3280462827
l00978,los angeles,apartment,173725.0109242742,3423.0094823005,2024-03-16,a0021,48.9655703368,-70.8829029965
l00979,houston,townhouse,1926406.0030180956,4928.0070680532,2024-04-23,a0018,40.4208374141,-100.5730975753
l00980,phoenix,townhouse,383355.9949518397,4916.9840181707,2023-04-01,a0038,40.2437317291,-79.4367462682
l00981,phoenix,townhouse,1423401.9928277023,4063.0071250191,2023-09-26,a0041,27.8350008609,-101.2185289732
l00982,phoenix,condo,828063.9967323261,4444.9899891958,2023-10-04,a0015,45.1337568273,-102.7325267388
l00983,new york,townhouse,745645.9947900687,3495.9925332838,2023-07-31,a0017,38.7177590309,-90.8986984457
l00984,los angeles,condo,122137.0108102742,500.0055860929,2023-09-25,a0049,29.4363477067,-104.0026911428
l00985,los angeles,condo,701383.9889024157,4343.0060644523,2023-10-01,a0001,33.0237510748,-123.4916638055
l00986,houston,townhouse,728327.9968834742,573.9811634925,2024-01-28,a0028,25.5674306149,-76.7579407278
l00987,chicago,house,1770942.0052828873,558.9931124412,2023-10-08,a0024,31.5601371951,-94.9586149098
l00988,los angeles,townhouse,1950026.99476192,4079.9964088476,2023-07-22,a0016,32.1818501615,-70.4225559254
l00989,los angeles,townhouse,1837336.9863553816,3599.0215016817,2023-04-23,a0017,31.2379801992,-100.1003361525
l00990,new york,townhouse,1411396.9961362106,2461.9974057224,2023-09-22,a0049,45.9376820863,-76.1642816109
l00991,phoenix,condo,697010.0106800384,4857.0044600116,2024-02-19,a0018,29.4775811145,-78.4482736538
l00992,houston,house,1889881.0164037675,1060.0042890779,2023-04-04,a0009,35.9900877803,-96.9901703087
l00993,chicago,apartment,1435660.0026373651,4229.9822425921,2023-11-13,a0029,28.2173963511,-120.3311961632
l00994,chicago,townhouse,493823.0001776781,3126.0088278405,2023-01-10,a0010,42.4642321811,-96.2085503498
l00995,new york,apartment,489939.0088256518,1336.9908316814,2023-05-25,a0018,35.4973099608,-82.6894732655
l00996,los angeles,townhouse,1624854.0002587065,567.0096022477,2023-04-30,a0006,43.3606229414,-115.7858996916
l00997,los angeles,apartment,1135111.0026554707,2278.9898291761,2023-06-25,a0027,39.64818569,-117.1449386306
l00998,chicago,townhouse,878875.9970625386,4298.0121147898,2023-12-23,a0003,43.0483481799,-86.8972497875
l00999,chicago,apartment,1869044.0016598515,1695.9742255388,2023-01-29,a0018,47.953587212,-120.9983509497
l01000,houston,apartment,1239155.9899416547,4350.9979926603,2023-04-03,a0013,26.353020661,-108.6323269324
l01001,chicago,townhouse,1836970.0025905,603.0247115021,2023-03-04,a0050,31.2803597755,-110.6524280022
l01002,los angeles,townhouse,1717376.0120798408,4128.0056771653,2023-05-07,a0048,46.7568871191,-110.5185230934
l01003,new york,house,1066439.9900878062,1268.9920175265,2023-09-24,a0043,31.514080198,-80.9454054347
l01004,los angeles,townhouse,916049.0103911944,3055.9834621702,2024-04-24,a0021,35.7682541427,-79.9346176048
l01005,los angeles,apartment,1661800.0093166037,4766.996792854,2023-03-04,a0017,26.5734442148,-96.7350954636
l01006,houston,condo,516752.9997626438,3452.0000931525,2024-03-30,a0004,25.8209665905,-121.3581728564
l01007,los angeles,apartment,594855.9909029171,4055.9997859553,2023-06-16,a0001,46.7391324722,-116.9146778308
l01008,los angeles,condo,1326198.0115003076,1480.0019544726,2023-07-22,a0016,37.7783844761,-101.1704556294
l01009,new york,apartment,1318605.9968318848,4392.9966878136,2023-12-19,a0039,33.3234994016,-72.8060142839
l01010,los angeles,condo,1716478.0020392584,1232.9970097495,2023-05-08,a0011,25.5347778749,-86.5042471993
l01011,houston,apartment,1538529.9959482816,3272.0016944279,2024-04-21,a0049,48.1270729519,-92.516634791
l01012,new york,apartment,845574.0098840112,1760.0006242596,2023-12-26,a0035,47.489934647,-121.9789523789
l01013,new york,house,1123080.0206364505,2406.0155265198,2023-06-12,a0036,35.0322410201,-109.9202539333
l01014,chicago,townhouse,1637607.9874729775,2080.0029618809,2023-01-11,a0045,42.5551259902,-68.0906185515
l01015,houston,condo,1619174.9984976803,1602.9985668227,2023-05-09,a0003,31.1633611999,-87.0564644272
l01016,houston,townhouse,1272358.9781279375,2913.9972861065,2023-10-05,a0045,29.7564011467,-92.2149158915
l01017,houston,house,1288458.9935142065,2028.0017960855,2023-10-06,a0023,36.1446943253,-68.6215255708
l01018,chicago,townhouse,677397.0044522709,1813.0043902771,2023-02-05,a0034,39.6133493385,-104.7339035291
l01019,los angeles,townhouse,720069.9940083757,2656.9937113791,2023-10-05,a0024,27.7519106452,-116.2318841581
l01020,houston,apartment,1727217.0045448728,4643.9969055988,2023-07-14,a0047,30.4067287505,-110.4379792834
l01021,los angeles,apartment,1399676.9979587535,3482.0089856497,2024-02-02,a0040,45.4087211042,-92.4773646475
l01022,los angeles,condo,1612053.9994525833,1017.9946371164,2023-12-04,a0035,37.552984231,-118.3512211952
l01023,houston,house,1199053.0034139624,4575.0081197341,2024-01-28,a0036,45.640931422,-83.0719718146
l01024,los angeles,condo,776541.0140567838,3857.005913867,2023-11-25,a0021,26.5999075813,-83.9408301316
l01025,new york,apartment,1197230.997765127,1045.9919287645,2023-01-23,a0009,38.0337762822,-120.2474826677
l01026,los angeles,apartment,523790.0143232786,1375.9951411088,2023-09-06,a0013,35.9913655131,-96.8908629299
l01027,new york,apartment,1297498.9994384968,3683.0090327504,2023-12-03,a0032,28.9760644843,-70.1607340694
l01028,phoenix,condo,202940.0054993673,3500.9905068696,2023-04-24,a0039,45.3914393121,-86.1916518247
l01029,new york,apartment,537754.9996351176,4525.0047266645,2024-04-20,a0006,36.0768032186,-101.1037594868
l01030,houston,apartment,856916.0066472922,3907.0006429062,2024-02-25,a0024,40.6203988638,-93.3824531741
l01031,new york,condo,1209436.9937200032,833.0020060623,2024-01-11,a0005,26.4902888909,-95.2732709852
l01032,chicago,apartment,552774.9979316442,4755.0112687598,2023-02-19,a0007,44.3596925175,-98.3576599917
l01033,los angeles,townhouse,497326.9898557512,2082.0017545612,2023-09-27,a0043,26.2417871213,-79.4048356898
l01034,los angeles,house,1271098.0018887296,3901.0057513238,2024-01-18,a0007,29.8335354085,-109.9761303036
l01035,phoenix,condo,1514513.000398826,4257.0089378887,2023-12-26,a0043,28.9520621337,-105.838122638
l01036,houston,apartment,449824.0040247577,1976.9781324914,2023-10-09,a0026,43.1833583014,-94.8671155771
l01037,phoenix,condo,1478943.9909579922,1794.9962570908,2023-10-01,a0039,29.9166222652,-74.0802441816
l01038,houston,condo,1992648.0065346053,3081.0015084921,2023-10-09,a0021,46.1035309561,-74.5152232777
l01039,chicago,townhouse,1702610.0095282472,4027.0086130901,2024-02-27,a0047,30.732360273,-98.837356445
l01040,chicago,house,1280999.993792054,4969.0057838925,2023-04-20,a0025,48.6468805147,-80.217710891
l01041,phoenix,condo,854992.0010295023,4205.9839362408,2023-08-18,a0026,25.641798087,-121.2138691628
l01042,new york,apartment,696602.0093053128,633.0041412716,2023-09-23,a0009,36.1285965414,-72.277851648
